N,Time(ms),FLOPS
570,581.648,636787197.755
571,587.820,633423194.175
572,596.444,627550106.967
573,607.008,619868327.930
574,610.623,619430398.134
575,610.682,622613324.120
576,615.738,620728218.820
577,608.861,631014412.156
578,608.295,634891136.702
579,604.171,642548348.067
580,609.134,640620947.115
581,612.354,640554127.188
582,613.242,642934984.884
583,616.902,642420634.072
584,621.045,641424386.317
585,623.849,641827188.951
586,626.092,642813056.228
587,635.887,636157062.497
588,634.511,640800465.240
589,637.285,641271861.098
590,648.044,633842763.763
591,670.829,615432758.572
592,653.119,635335024.705
593,648.822,642789107.028
594,653.258,641659448.487
595,664.084,634392260.618
596,659.944,641596062.696
597,661.286,643522388.195
598,667.107,641118117.483
599,703.939,610626201.986
600,681.919,633506325.531
601,677.388,640937840.647
602,679.685,641965639.966
603,691.055,634555070.146
604,693.689,635295828.534
605,712.267,621803691.593
606,697.004,638576008.172
607,701.703,637445024.462
608,707.726,635148947.474
609,705.170,640601639.321
610,714.220,635605275.685
611,712.652,640141698.894
612,717.105,639295299.851
613,718.411,641266341.969
614,725.624,638004101.298
615,727.143,639787153.283
616,732.795,637954396.523
617,735.484,638722563.645
618,739.158,638642974.844
619,738.179,642599312.633
620,742.950,641572111.178
621,754.004,635230213.633
622,753.798,638478340.351
623,755.208,640364951.113
624,755.820,642932507.740
625,764.642,638574980.187
626,772.824,634851857.603
627,769.365,640767081.944
628,776.686,637769064.976
629,780.718,637511083.387
630,783.941,637923006.961
631,790.718,635472041.866
632,793.947,635901308.274
633,791.648,640780086.604
634,799.115,637805832.702
635,814.944,628381520.693
636,817.940,629042364.966
637,824.486,626996341.963
638,827.899,627356892.568
639,819.716,636603699.330
640,820.233,639193985.124
641,822.545,640389816.971
642,825.629,640988356.756
643,837.668,634732870.302
644,840.629,635452700.299
645,845.906,634434854.464
646,849.845,634436011.273
647,852.243,635593423.472
648,844.839,644141172.460
649,874.931,624870873.246
650,876.834,626401348.488
651,870.052,634202210.902
652,876.296,632589462.921
653,896.231,621368993.039
654,878.118,637104042.965
655,883.309,636269697.241
656,884.479,638342834.595
657,953.003,595157398.245
658,960.299,593336683.679
659,908.430,630078660.987
660,918.255,626179002.565
661,906.254,637359462.138
662,915.344,633898355.154
663,919.089,634180687.616
664,917.180,638380566.519
665,919.483,639662995.401
666,939.728,628710214.019
667,949.847,624818445.497
668,962.282,619522410.271
669,959.036,624415160.640
670,972.531,618516016.456
671,965.647,625718737.800
672,1006.357,603095020.952
673,1003.366,607597261.617
674,989.551,618830204.810
675,975.170,630755406.750
676,964.931,640285732.348
677,975.504,636160862.487
678,997.474,624910026.728
679,1019.152,614328066.863
680,1006.818,624605440.109
681,1034.697,610461306.064
