0, 0.000007
5, 0.000046
10, 0.000061
15, 0.000101
20, 0.000102
25, 0.000096
30, 0.000120
35, 0.000243
40, 0.000104
45, 0.000180
50, 0.000144
55, 0.000141
60, 0.000156
65, 0.000162
70, 0.000248
75, 0.000178
80, 0.000238
85, 0.000230
90, 0.000306
95, 0.000269
100, 0.000194
105, 0.000270
110, 0.000235
115, 0.000263
120, 0.000198
125, 0.000252
130, 0.000267
135, 0.000457
140, 0.000325
145, 0.000373
150, 0.000381
155, 0.000251
160, 0.000372
165, 0.000370
170, 0.000296
175, 0.000284
180, 0.000319
185, 0.000287
190, 0.000393
195, 0.000330
200, 0.000353
205, 0.000399
210, 0.000387
215, 0.000372
220, 0.000448
225, 0.000497
230, 0.000460
235, 0.000520
240, 0.000449
245, 0.000420
250, 0.000349
255, 0.000446
260, 0.000587
265, 0.000575
270, 0.000520
275, 0.000461
280, 0.000505
285, 0.000674
290, 0.000466
295, 0.000607
300, 0.000590
305, 0.000560
310, 0.000828
315, 0.000530
320, 0.000607
325, 0.000641
330, 0.000552
335, 0.000807
340, 0.000633
345, 0.000590
350, 0.000549
355, 0.000889
360, 0.000571
365, 0.000645
370, 0.000677
375, 0.000570
380, 0.000679
385, 0.000766
390, 0.000627
395, 0.000773
400, 0.000569
405, 0.000675
410, 0.000755
415, 0.000903
420, 0.000620
425, 0.000981
430, 0.000670
435, 0.000754
440, 0.000732
445, 0.000682
450, 0.000884
455, 0.000876
460, 0.000732
465, 0.000716
470, 0.000705
475, 0.000702
480, 0.000916
485, 0.000895
490, 0.000836
495, 0.000824
500, 0.000864
505, 0.001011
510, 0.000846
515, 0.001195
520, 0.001895
525, 0.001575
530, 0.001877
535, 0.001521
540, 0.001741
545, 0.001691
550, 0.001828
555, 0.001996
560, 0.002312
565, 0.001972
570, 0.002404
575, 0.002518
580, 0.002110
585, 0.002138
590, 0.002109
595, 0.001916
600, 0.002190
605, 0.002055
610, 0.002613
615, 0.001976
620, 0.002373
625, 0.002355
630, 0.002536
635, 0.002077
640, 0.002138
645, 0.002057
650, 0.002407
655, 0.002094
660, 0.002132
665, 0.002129
670, 0.002460
675, 0.002273
680, 0.002366
685, 0.002245
690, 0.002773
695, 0.002343
700, 0.002660
705, 0.003007
710, 0.003586
715, 0.002416
720, 0.002507
725, 0.002467
730, 0.003449
735, 0.002786
740, 0.002427
745, 0.003057
750, 0.003003
755, 0.002816
760, 0.002861
765, 0.003491
770, 0.003645
775, 0.003120
780, 0.002783
785, 0.002773
790, 0.003147
795, 0.003707
800, 0.002925
805, 0.003682
810, 0.003152
815, 0.002917
820, 0.003216
825, 0.002742
830, 0.002890
835, 0.003306
840, 0.003002
845, 0.002984
850, 0.003358
855, 0.002934
860, 0.002986
865, 0.003568
870, 0.002924
875, 0.002979
880, 0.003367
885, 0.003039
890, 0.002948
895, 0.003379
900, 0.002777
905, 0.002991
910, 0.003176
915, 0.004016
920, 0.003376
925, 0.003370
930, 0.003908
935, 0.003531
940, 0.003352
945, 0.003098
950, 0.003136
955, 0.003836
960, 0.003743
965, 0.003835
970, 0.004235
975, 0.003936
980, 0.003484
985, 0.003378
990, 0.003778
995, 0.003694
1001, 0.003644
1051, 0.003661
1101, 0.004040
1151, 0.004342
1201, 0.004633
1251, 0.005084
1301, 0.005109
1351, 0.005213
1401, 0.004824
1451, 0.005307
1501, 0.006001
1551, 0.006293
1601, 0.006784
1651, 0.005976
1701, 0.007343
1751, 0.007369
1801, 0.007344
1851, 0.007223
1901, 0.007547
1951, 0.008193
2001, 0.008509
2051, 0.008622
2101, 0.010495
2151, 0.009346
2201, 0.010975
2251, 0.009899
2301, 0.011145
2351, 0.011557
2401, 0.011553
2451, 0.010904
2501, 0.012175
2551, 0.011328
2601, 0.012025
2651, 0.013321
2701, 0.013634
2751, 0.014057
2801, 0.013582
2851, 0.013542
2901, 0.013544
2951, 0.014847
3001, 0.015039
3051, 0.014701
3101, 0.014669
3151, 0.018211
3201, 0.016405
3251, 0.017881
3301, 0.018444
3351, 0.019410
3401, 0.018732
3451, 0.018364
3501, 0.020013
3551, 0.019219
3601, 0.020270
3651, 0.022463
3701, 0.021079
3751, 0.022051
3801, 0.021462
3851, 0.021699
3901, 0.022737
3951, 0.024698
4001, 0.025082
4501, 0.034804
5001, 0.033367
5501, 0.038518
6001, 0.043974
6501, 0.055650
7001, 0.059438
7501, 0.064673
8001, 0.071449
8501, 0.127010
9001, 0.141417
9501, 0.143859
10001, 0.159823
10501, 0.170932
11001, 0.177241
11501, 0.201811
12001, 0.202352
12501, 0.216732
13001, 0.229190
13501, 0.247703
14001, 0.263467
14501, 0.284345
15001, 0.291185
15501, 0.306465
16001, 0.316581
16501, 0.340408
17001, 0.346695
17501, 0.356735
18001, 0.393676
18501, 0.410387
19001, 0.484048
19501, 0.561372
20001, 0.465698
20501, 0.478389
21001, 0.482154
21501, 0.533671
22001, 0.524255
22501, 0.577325
23001, 0.787342
23501, 0.562563
24001, 0.600681
24501, 0.619162
25001, 0.786049
25501, 0.693127
26001, 0.679117
26501, 0.735803
27001, 1.838370
27501, 0.792752
28001, 0.780621
28501, 2.115945
29001, 0.833268
29501, 0.842389
