0, 0.000001
10, 0.000010
20, 0.000025
30, 0.000030
40, 0.000054
50, 0.000050
60, 0.000068
70, 0.000077
80, 0.000109
90, 0.000110
100, 0.000103
110, 0.000131
120, 0.000132
130, 0.000215
140, 0.000152
150, 0.000202
160, 0.000231
170, 0.000210
180, 0.000264
190, 0.000226
200, 0.000249
210, 0.000300
220, 0.000295
230, 0.000316
240, 0.000377
250, 0.000315
260, 0.000355
270, 0.000376
280, 0.000410
290, 0.000356
300, 0.000468
310, 0.000420
320, 0.000505
330, 0.000440
340, 0.000555
350, 0.000557
360, 0.000529
370, 0.000497
380, 0.000511
390, 0.000628
400, 0.000710
410, 0.000542
420, 0.000560
430, 0.000614
440, 0.000663
450, 0.000621
460, 0.000617
470, 0.000695
480, 0.000691
490, 0.000686
500, 0.000712
510, 0.000703
520, 0.001679
530, 0.001738
540, 0.001931
550, 0.001760
560, 0.001830
570, 0.002091
580, 0.001937
590, 0.002023
600, 0.001849
610, 0.002114
620, 0.002093
630, 0.002167
640, 0.001965
650, 0.002119
660, 0.002289
670, 0.002354
680, 0.002338
690, 0.002464
700, 0.002499
710, 0.002668
720, 0.002444
730, 0.002500
740, 0.002678
750, 0.002532
760, 0.002692
770, 0.002382
780, 0.002669
790, 0.002606
800, 0.002729
810, 0.002757
820, 0.002658
830, 0.002875
840, 0.002881
850, 0.002730
860, 0.003087
870, 0.002848
880, 0.002918
890, 0.002940
900, 0.002867
910, 0.003245
920, 0.003072
930, 0.003092
940, 0.003245
950, 0.003152
960, 0.003337
970, 0.003257
980, 0.003436
990, 0.003253
1000, 0.003291
1100, 0.003741
1200, 0.004256
1300, 0.004585
1400, 0.005251
1500, 0.005390
1600, 0.005905
1700, 0.006624
1800, 0.006761
1900, 0.007147
2000, 0.007846
2100, 0.008465
2200, 0.009118
2300, 0.009001
2400, 0.009993
2500, 0.010472
2600, 0.011849
2700, 0.012737
2800, 0.012139
2900, 0.013135
3000, 0.013380
3100, 0.013962
3200, 0.014766
3300, 0.015485
3400, 0.016535
3500, 0.017374
3600, 0.017869
3700, 0.018379
3800, 0.019861
3900, 0.020461
4000, 0.023324
5000, 0.031242
6000, 0.041766
7000, 0.052610
8000, 0.070554
9000, 0.122805
10000, 0.146899
11000, 0.168525
12000, 0.189144
13000, 0.214068
14000, 0.239172
15000, 0.266366
16000, 0.289379
17000, 0.320401
18000, 0.349166
19000, 0.377040
20000, 0.409469
21000, 0.443496
22000, 0.478434
23000, 0.515604
24000, 0.561859
25000, 0.603659
26000, 0.635413
27000, 0.683521
28000, 0.717864
29000, 0.772327
